# Série;Designação da série (PT);Métrica;Unidade de Medida;Período de referência;Valor;Estado
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2020-09-30;1.1708;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2020-10-31;1.1698;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2020-11-30;1.1980;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2020-12-31;1.2271;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2021-01-31;1.2136;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2021-02-28;1.2121;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2021-03-31;1.1725;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2021-04-30;1.2082;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2021-05-31;1.2201;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2021-06-30;1.1884;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2021-07-31;1.1891;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2021-08-31;1.1834;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2021-09-30;1.1579;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2021-10-31;1.1645;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2021-11-30;1.1363;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2021-12-31;1.1326;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2022-01-31;1.1156;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2022-02-28;1.1199;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2022-03-31;1.1101;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2022-04-30;1.0540;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2022-05-31;1.0713;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2022-06-30;1.0387;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2022-07-31;1.0198;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2022-08-31;1.0000;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2022-09-30;0.9748;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2022-10-31;0.9914;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2022-11-30;1.0376;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2022-12-31;1.0666;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2023-01-31;1.0833;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2023-02-28;1.0619;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2023-03-31;1.0875;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2023-04-30;1.0981;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2023-05-31;1.0683;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2023-06-30;1.0866;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2023-07-31;1.1023;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2023-08-31;1.0868;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2023-09-30;1.0594;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2023-10-31;1.0619;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2023-11-30;1.0931;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2023-12-31;1.1050;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2024-01-31;1.0837;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2024-02-29;1.0826;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2024-03-31;1.0811;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2024-04-30;1.0718;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2024-05-31;1.0852;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2024-06-30;1.0705;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2024-07-31;1.0828;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2024-08-31;1.1087;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2024-09-30;1.1196;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2024-10-31;1.0882;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2024-11-30;1.0562;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2024-12-31;1.0389;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2025-01-31;1.0393;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2025-02-28;1.0411;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2025-03-31;1.0815;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2025-04-30;1.1373;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2025-05-31;1.1339;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2025-06-30;1.1720;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2025-07-31;1.1446;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2025-08-31;1.1658;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2025-09-30;1.1741;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2025-10-31;1.1554;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2025-11-30;1.1566;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2025-12-31;1.1750;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2026-01-31;1.1919;
12532123;Dólar dos EUA (USD) - fim de mês;Valor em fim do período;Divisa;2026-02-28;1.1805;
