Date,UNETOT_PT_ea-md,UNEO25_PT_ea-md,UNEU25_PT_ea-md,REER42_PT_ea-md,LTIRT_PT_ea-md,IPMN_PT_ea-md,IPCAG_PT_ea-md,IPCOG_PT_ea-md,IPDCOG_PT_ea-md,IPNDCOG_PT_ea-md,IPING_PT_ea-md,IPNRG_PT_ea-md,TRNMN_PT_ea-md,TRNCAG_PT_ea-md,TRNCOG_PT_ea-md,TRNDCOG_PT_ea-md,TRNNDCOG_PT_ea-md,TRNING_PT_ea-md,TRNNRG_PT_ea-md,HICPOV_PT_ea-md,HICPNEF_PT_ea-md,HICPG_PT_ea-md,HICPIN_PT_ea-md,HICPSV_PT_ea-md,HICPNG_PT_ea-md,ICONFIX_PT_ea-md,CCONFIX_PT_ea-md,ESENTIX_PT_ea-md,KCONFIX_PT_ea-md,RTCONFIX_PT_ea-md,SCONFIX_PT_ea-md,BCI_PT_ea-md,CCI_PT_ea-md,SHIX_PT_ea-md,GDP_PT_ea-qd,EXPGS_PT_ea-qd,IMPGS_PT_ea-qd,GFCE_PT_ea-qd,HFCE_PT_ea-qd,CONSD_PT_ea-qd,GCF_PT_ea-qd,GFCF_PT_ea-qd,GFACON_PT_ea-qd,GFAMG_PT_ea-qd,GNFCPS_PT_ea-qd,GNFCIR_PT_ea-qd,GHIR_PT_ea-qd,GHSR_PT_ea-qd,TEMP_PT_ea-qd,EMP_PT_ea-qd,SEMP_PT_ea-qd,THOURS_PT_ea-qd,EMPAG_PT_ea-qd,EMPIN_PT_ea-qd,EMPMN_PT_ea-qd,EMPCON_PT_ea-qd,EMPRT_PT_ea-qd,EMPIT_PT_ea-qd,EMPFC_PT_ea-qd,EMPRE_PT_ea-qd,EMPPR_PT_ea-qd,EMPPA_PT_ea-qd,EMPENT_PT_ea-qd,RPRP_PT_ea-qd,WS_PT_ea-qd,ESC_PT_ea-qd,TASS.SDB_PT_ea-qd,TASS.LBD_PT_ea-qd,TASS.SLN_PT_ea-qd,TASS.LLN_PT_ea-qd,TLB.SDB_PT_ea-qd,TLB.LBD_PT_ea-qd,TLB.SLN_PT_ea-qd,TLB.LLN_PT_ea-qd,NFCASS_PT_ea-qd,NFCASS.SLN_PT_ea-qd,NFCASS.LLN_PT_ea-qd,NFCLB_PT_ea-qd,NFCLB.SLN_PT_ea-qd,NFCLB.LLN_PT_ea-qd,GGASS_PT_ea-qd,GGASS.LLN_PT_ea-qd,GGLB_PT_ea-qd,GGLB.SLN_PT_ea-qd,GGLB.LLN_PT_ea-qd,HHASS_PT_ea-qd,HHASS.LLN_PT_ea-qd,HHLB_PT_ea-qd,HHLB.SLN_PT_ea-qd,HHLB.LLN_PT_ea-qd,ULCIN_PT_ea-qd,ULCMQ_PT_ea-qd,ULCMN_PT_ea-qd,ULCCON_PT_ea-qd,ULCRT_PT_ea-qd,ULCFC_PT_ea-qd,ULCRE_PT_ea-qd,ULCPR_PT_ea-qd,DFGDP_PT_ea-qd,INDPRO_fred-md,IPFINAL_fred-md,IPCONGD_fred-md,AWOTMAN_fred-md,AWHMAN_fred-md,FEDFUNDS_fred-md,GS1_fred-md,GS5_fred-md,GS10_fred-md,AAA_fred-md,BAA_fred-md,OILPRICEx_fred-md,CUSR0000SAC_fred-md,PCEPI_fred-md,S&P 500_fred-md,epu_pt_epu,unemployment_up_15_unemployment,exchange_exchange,PPIPT_ppi,inflation_target,OILPRICEx_fred-md_Eur
2000-01-01,5.6,4.4,12.7,96.14621,5.81,123.5,191.3,118.0,129.6,116.5,114.8,93.1,71.1,69.6,80.8,92.3,79.2,70.3,55.1,57.43174044468311,62.7120319664682,63.79334065029263,72.7192841543076,49.77942461364087,42.41942138623589,7.3,-2.4,113.9,-15.8,9.4,10.3,102.2262,102.388,110.4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.538,97.2486,103.6324,4.9,41.5,5.45,6.12,6.58,6.66,7.78,8.33,27.18,146.7,72.961,1425.59,107.0962010943167,5.6,0.9791,21.5,2.1,27.760187927688694
2000-02-01,5.4,4.1,13.0,95.12462,5.78,122.7,177.4,119.8,131.1,118.2,116.2,95.3,77.2,80.2,87.1,99.8,85.4,77.7,52.0,57.43741313890237,62.74670361923307,63.80558446771587,72.73599141381816,49.86765180250561,42.5383420452069,8.9,-3.0,116.7,-5.6,11.0,14.2,102.5146,102.247,124.9385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.8239,97.777,104.3269,5.0,41.5,5.73,6.22,6.68,6.52,7.68,8.29,29.35,147.6,73.191,1388.87,105.5398778508387,5.4,0.9714,21.9,1.8,30.214123944821907
2000-03-01,5.3,4.0,12.4,94.49293,5.61,116.5,164.6,116.5,124.8,115.3,114.2,85.7,83.9,75.0,97.2,106.7,95.9,86.5,59.3,57.46604601100175,62.81603939664861,63.77324201395442,72.78701812015471,49.93313507361925,42.54458198282256,7.7,-3.2,116.2,-0.1,11.7,11.9,102.6476,101.9521,128.3406,43450.6,10151.5,13257.6,7387.6,28123.5,3524.1,10981.3,11097.5,7270.5,2634.3,38.37,28.05,13.09,11.82,4999.79,4001.43,998.36,2402305.0,622.62,1094.05,1027.21,566.73,1033.47,57.23,93.68,26.7,354.6,899.26,251.47,88.957,12084.3,2891.6,13735.5,79713.1,47668.0,119131.8,6545.5,83772.7,42933.7,133890.8,166552.1,834.4,14004.0,310055.4,29066.2,61001.9,36979.3,1559.2,89960.5,991.2,5177.8,214400.9,6576.3,73355.2,6782.5,59309.7,64.8,,,,72.2,,,,72.43,92.1504,97.7824,103.8262,4.7,41.4,5.85,6.22,6.5,6.26,7.68,8.37,29.89,149.1,73.505,1442.21,68.84414978390637,5.3,0.9553,21.2,1.5,31.288600439652466
2000-04-01,5.2,3.9,12.8,94.90064,5.52,115.5,159.3,118.0,125.3,117.0,112.1,94.8,70.4,65.1,79.6,91.8,77.9,72.7,50.2,57.7225237202465,62.85189903649695,64.17727430510149,73.32135989399586,49.99683219279198,44.15718969792115,8.8,-9.2,114.1,-13.5,6.1,13.2,102.7988,101.5175,115.6546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6989,98.4993,104.5856,4.8,41.6,6.02,6.15,6.26,5.99,7.64,8.4,25.74,148.5,73.444,1461.36,70.29277764705489,5.2,0.9085,20.0,2.1,28.332416070445788
2000-05-01,5.3,4.0,13.1,94.9676,5.68,120.8,171.0,121.0,127.9,120.2,115.1,107.5,83.2,79.9,92.1,110.3,89.6,86.6,60.2,57.73411839794696,62.98965607943746,64.08734802578725,73.30123821702966,50.15503763092217,43.96954310014669,10.1,-8.0,113.3,-3.7,1.5,6.0,102.8972,101.2843,112.0247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9499,98.7402,104.6861,4.7,41.2,6.27,6.33,6.69,6.44,7.99,8.9,28.78,148.5,73.505,1418.48,78.4516662742197,5.3,0.9303,17.9,2.5,30.936257121358704
2000-06-01,5.2,4.0,13.0,96.3142,5.54,120.5,167.1,120.4,128.4,119.4,113.7,97.3,85.4,87.6,95.2,104.6,93.9,84.6,65.5,57.97442096500202,63.12577901897451,64.36042441482677,73.41937938076093,50.33721699714641,44.23505371251449,8.6,-9.3,111.7,-11.0,8.2,5.6,102.8114,101.1673,114.8515,43162.5,10044.6,13284.5,7472.4,27739.6,3168.8,11091.9,10720.6,6990.1,2556.1,37.93,32.46,12.33,12.67,5020.98,4020.42,1000.56,2394500.0,627.14,1089.01,1021.52,580.64,1023.11,57.56,95.33,28.19,359.58,907.16,253.26,87.995,12174.6,3027.7,13029.72571644042,81858.62111613878,51005.33778280543,122853.7537707391,5501.697888386124,85341.6802413273,46844.01583710407,137549.9183257919,166928.5163650076,928.6381598793365,13572.54185520362,311362.4790346908,30074.02865761689,61898.30460030166,35581.32413273001,1583.199924585219,89171.16478129712,768.224886877828,4353.390723981899,217934.9300904977,5628.627224736048,74683.552413273,6849.363423831071,61855.60369532429,65.6,,,,71.6,,,,73.375,92.9862,98.8227,104.7488,4.7,41.3,6.53,6.17,6.3,6.1,7.67,8.48,31.83,149.6,73.754,1461.96,74.86429654141119,5.2,0.9556,17.2,2.9,33.3089158643784
2000-07-01,5.3,4.0,12.9,96.41738,5.61,120.5,169.7,118.0,134.3,115.9,109.7,103.7,87.0,84.1,100.9,110.1,99.6,84.1,70.5,58.72744800461417,63.88924713866865,65.22035221372039,74.2975541189702,50.97381230470235,44.82436449440947,8.0,-8.4,114.4,0.3,5.8,11.3,102.7406,101.1257,114.1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8048,98.7151,104.1741,4.7,41.5,6.54,6.08,6.18,6.05,7.65,8.35,29.77,149.8,73.939,1473.0,53.39496238369802,5.3,0.9243,17.0,3.3,32.20815752461322
2000-08-01,5.4,4.2,12.5,95.52635,5.57,123.0,175.6,119.7,132.6,118.0,115.8,114.2,65.0,57.0,76.0,69.6,76.7,59.3,73.5,58.89604050079033,63.91160856016472,65.43922755724391,74.35475590805699,51.04705839012004,45.02671381526082,9.9,-8.9,113.5,-5.2,5.0,5.7,102.75,101.0231,112.1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5521,98.2411,103.7225,4.6,41.1,6.5,6.18,6.06,5.83,7.55,8.26,31.22,149.2,73.934,1485.46,43.03605990452814,5.4,0.8906,14.6,3.5,35.05501908825511
2000-09-01,5.4,4.2,12.6,94.48012,5.63,126.0,172.7,125.8,132.7,124.9,116.1,116.1,86.6,87.8,97.0,110.2,95.2,83.8,73.7,58.98738303711296,64.05811801367508,65.47578308622964,74.40979784427424,51.22937096534589,45.08146320244557,7.3,-11.1,111.8,-4.1,4.1,6.3,102.6892,100.847,113.2955,43849.9,10358.4,13198.7,7555.8,28054.5,3254.6,10997.7,10984.4,7251.2,2525.8,37.62,29.68,12.36,13.23,5060.28,4038.29,1021.99,2441047.0,639.57,1091.18,1026.31,587.19,1037.3,57.18,94.38,28.48,362.85,908.13,254.03,88.702,12510.8,3184.4,14439.32450980392,85421.72684766215,54702.8294117647,128695.5229260935,6529.476546003016,86798.89125188538,48623.75475113122,142407.5097285068,173016.559653092,998.3840120663649,14470.69140271493,319723.8157616893,31495.2419306184,63760.90535444947,37157.36749622926,1596.399849170438,90030.21033182503,832.0920814479638,4381.481447963801,221647.3871040724,5234.296757164405,78068.53944193062,6902.626847662142,64297.9689291101,63.8,,,,70.4,,,,73.985,92.9792,99.0004,104.6846,4.6,41.1,6.52,6.13,5.93,5.8,7.62,8.35,33.88,150.4,74.252,1468.05,54.404882706121,5.4,0.8765,12.8,3.4,38.653736451796924
2000-10-01,5.2,4.0,12.3,94.1576,5.58,124.2,176.1,121.4,131.5,120.1,112.5,108.8,90.5,88.4,100.0,113.8,98.1,88.2,81.3,59.08223939241064,64.13639799163856,65.60494795068436,74.51193936311614,51.30147889393056,45.25865140092006,9.0,-10.8,113.0,-10.9,3.4,6.7,102.7328,100.7122,106.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6179,98.3939,103.5703,4.6,41.1,6.51,6.01,5.78,5.74,7.55,8.34,33.08,150.1,74.353,1390.14,66.94144165714424,5.2,0.8417,13.1,3.5,39.30141380539384
2000-11-01,5.0,3.8,12.1,94.92036,5.53,123.5,167.2,122.0,130.5,120.8,115.6,114.1,93.3,91.4,104.0,116.6,102.2,90.0,84.2,59.31430796897247,64.34578568552733,65.85872060877625,74.72283573119208,51.50552491631639,45.58194049440934,9.2,-11.7,112.2,-11.7,0.0,8.1,102.6465,100.6019,102.8243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6438,98.6489,103.8983,4.4,41.1,6.51,6.09,5.7,5.72,7.45,8.28,34.4,150.3,74.457,1378.04,59.19295331971527,5.0,0.8684,12.1,3.7,39.61308152924919
2000-12-01,5.0,3.9,12.2,95.97925,5.28,125.9,183.9,124.0,140.4,121.8,117.7,111.2,80.9,84.7,93.5,130.2,88.6,75.2,68.0,59.58994730234551,64.51234337133579,66.18050539368308,74.92888663290339,51.69114152223005,45.95782185451995,6.9,-12.2,111.6,-7.9,-3.2,10.7,102.2936,100.5612,101.607,44097.8,10735.8,13604.0,7633.0,28080.2,3288.8,11151.7,11005.4,7176.2,2650.4,37.16,30.54,12.11,13.02,5086.4,4054.31,1032.09,2445350.0,649.22,1106.37,1039.79,583.06,1056.97,55.84,95.65,29.36,361.98,895.74,252.2,88.745,12706.4,3240.6,14445.98376470588,85072.80688687785,61364.85611764705,134428.7810045249,6653.608742081447,89168.23380090499,53506.59628054298,146175.0146696833,175904.6786334842,1057.096325791855,14533.85987330317,325007.8635656108,34284.16212669683,63785.20657013575,39648.91239819004,1871.70592760181,96170.11095927602,1125.708199095023,4734.735095022623,226321.3278099547,4405.756443438914,81742.3969321267,7795.604886877828,67301.85308597285,62.9,,,,70.2,,,,74.45,92.3415,98.7863,104.4158,4.1,40.3,6.4,5.6,5.17,5.24,7.21,8.02,28.46,150.4,74.571,1330.93,29.69760717429995,5.0,0.9305,10.3,3.9,30.585706609349813
2001-01-01,5.1,3.8,12.5,97.88835,5.16,120.7,180.5,121.4,121.3,121.4,110.0,108.0,77.4,74.2,88.5,98.3,87.1,76.3,61.9,60.47898730652912,65.39100964998572,67.1908353166803,76.17973440354658,52.49317759805668,47.50913861492464,6.1,-12.3,113.6,-4.9,-0.3,16.5,101.7822,100.6299,103.5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.902,98.4829,103.6644,4.2,40.7,5.98,4.81,4.86,5.16,7.15,7.93,29.58,150.6,74.932,1335.63,53.02296255295368,5.1,0.9293,5.4,4.4,31.830409986010974
2001-02-01,5.3,4.0,13.2,97.50059,5.14,119.7,177.8,120.4,120.0,120.4,109.3,110.0,74.6,75.6,87.0,92.5,86.2,72.3,54.3,60.75048981701005,65.58968630807297,67.44664250569751,76.30560695534255,52.74089133031731,47.61637385379915,3.3,-10.0,109.1,-0.5,4.0,7.1,101.116,100.7837,102.7333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3034,97.9612,103.0614,4.0,40.5,5.49,4.68,4.89,5.1,7.1,7.87,29.61,150.8,75.048,1305.75,28.95032040905574,5.3,0.9248,5.2,4.8,32.017733564013845
2001-03-01,5.4,4.0,13.3,97.49627,5.09,124.9,193.7,124.6,125.3,124.5,111.4,120.9,87.2,93.5,100.0,108.1,98.8,83.9,61.8,60.92827684646004,65.6866514579727,67.6924815786153,76.28294048455412,52.85894500376428,47.47004724149594,0.4,-10.0,106.5,-2.0,4.3,7.5,100.5221,100.8458,97.49754,43939.8,10497.2,13095.4,7700.0,28258.7,3127.3,10528.1,10478.7,6839.5,2474.3,36.68,30.85,11.82,12.02,5109.49,4083.27,1026.23,2403921.0,652.3,1102.45,1034.62,572.78,1079.11,55.54,90.73,27.6,367.16,909.32,252.5,88.028,12638.9,3268.6,13251.25501960784,84635.19892609352,60934.99082352941,141142.6830829562,7705.148938159879,89355.43634992458,56168.70980995475,150814.2956108598,177042.1736138763,2053.280639517345,14761.0883438914,328632.9593695324,35909.74232277527,65773.37178582202,39239.98130015083,3804.892006033182,94467.54758672699,1196.184316742081,5577.092742081448,227959.1045158371,3919.040129713424,84886.61042232277,7132.306926093514,69963.74924283559,67.5,74.6,67.0,70.3,72.4,74.0,80.3,70.9,75.336,91.1162,97.878,103.011,4.1,40.5,5.31,4.3,4.64,4.89,6.98,7.84,27.24,150.5,75.055,1185.85,44.64345371973538,5.4,0.8832,4.7,5.1,30.842391304347824
2001-04-01,5.4,3.9,14.2,97.20187,5.27,121.4,186.3,120.7,122.0,120.5,109.1,114.0,77.4,76.0,87.7,94.8,86.7,76.0,64.1,60.91390783304815,65.83676079766656,67.51026518257333,76.09183308331592,53.03936756387445,46.76455469643348,1.6,-10.5,112.9,-2.4,0.2,24.1,100.2621,100.7886,95.15115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.7891,97.5356,103.3736,4.1,40.4,4.8,3.98,4.76,5.14,7.2,8.07,27.41,150.9,75.187,1189.84,76.56509023808522,5.4,0.8876,3.7,4.5,30.8810274898603
2001-05-01,5.4,4.1,13.8,96.96845,5.42,125.6,193.7,125.1,130.1,124.4,111.5,112.9,87.9,90.5,97.0,111.4,95.0,86.9,71.4,61.07901215771206,65.92159207631879,67.75353695596013,76.00102377999599,53.11441427587895,46.29883434644474,-1.0,-11.6,110.8,-0.3,4.5,23.1,100.1264,100.6718,92.61564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3555,97.1957,103.3943,4.0,40.4,4.21,3.78,4.93,5.39,7.29,8.07,28.64,151.9,75.385,1270.37,56.52851112217439,5.4,0.848,3.6,4.8,33.77358490566038
2001-06-01,5.4,4.1,13.7,96.6474,5.38,123.2,187.7,122.1,125.7,121.6,113.1,108.8,85.0,87.3,96.1,103.4,95.0,83.5,66.0,61.13023338180206,65.95622578133646,67.86616039869153,76.11883762490675,53.09517695998237,46.36375957467881,0.2,-12.5,115.0,-1.0,5.5,30.0,100.1524,100.6002,84.60775,44403.5,10553.8,13751.1,7761.9,28206.7,3040.0,11502.3,11192.6,7417.5,2548.6,36.65,29.27,12.06,12.63,5120.35,4066.6,1053.75,2455950.0,656.62,1087.21,1019.62,560.37,1114.78,54.69,91.01,27.81,366.59,909.74,251.53,88.768,13088.0,3288.8,13502.18073604827,86699.2200422323,62714.22860633484,145491.2368536953,6915.946826546003,93406.01659125189,57295.82564705882,157440.4139366516,176286.6899788839,2156.918799396682,13726.03019909502,331375.1384042232,36625.17098039215,68943.77638612367,40842.50543288084,3970.091930618401,96540.81236802411,1040.00920361991,5032.683466063348,230421.8346063348,4592.667354449472,85677.76283559579,7095.470349924584,72439.25293815987,67.2,75.7,66.9,69.6,71.8,72.9,84.5,70.5,75.934,89.8784,96.9968,103.4548,4.0,40.3,3.97,3.58,4.81,5.28,7.18,7.97,27.6,151.9,75.518,1238.71,73.18446200695004,5.4,0.848,3.2,4.5,32.54716981132076
2001-07-01,5.5,4.2,13.1,97.50631,5.39,120.6,182.4,120.5,121.7,120.4,109.6,106.1,89.9,91.4,105.6,107.9,105.2,86.2,65.8,61.30817245692004,66.15079186790565,68.04049123006129,76.31662474495039,53.2718350865723,46.49375731352113,1.3,-11.7,111.6,1.7,-1.2,17.3,100.1189,100.6226,80.62036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3028,96.3561,102.8351,4.2,40.6,3.77,3.62,4.76,5.24,7.13,7.97,26.45,150.9,75.493,1204.45,59.72056352093311,5.5,0.8755,2.7,4.3,30.211307824100516
2001-08-01,5.4,4.2,12.8,98.37051,5.19,123.5,193.0,118.3,126.5,117.2,112.1,112.8,64.0,49.7,80.1,72.0,81.1,59.2,64.5,61.35877534979709,66.29974879286571,68.07647351021464,76.51388776598164,53.37880998274112,46.60678536979579,-0.5,-10.0,108.2,-3.3,-1.9,15.0,99.85575,100.6259,78.51096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2003,96.0105,103.1262,4.0,40.3,3.65,3.47,4.57,4.97,7.02,7.85,27.47,150.4,75.484,1178.5,47.56639510044024,5.4,0.9158,2.6,4.1,29.995632234112254
2001-09-01,5.4,4.1,13.3,98.31615,5.17,121.6,189.1,117.2,118.9,116.9,113.2,111.0,82.3,86.9,95.4,106.4,93.9,79.3,58.4,61.5419841926077,66.54507349518806,68.2385390279884,76.75962199045436,53.59013176380175,46.69898628926921,-2.1,-12.7,106.5,-1.7,-1.0,15.4,99.52191,100.4706,71.28706,44492.7,10436.2,13536.4,7821.4,28106.5,2951.3,11528.9,11237.6,7531.2,2435.2,36.5,28.79,12.26,12.85,5133.33,4093.49,1039.84,2449039.0,654.46,1093.08,1030.43,560.45,1109.3,54.79,89.9,27.47,373.05,920.11,250.72,88.721,13244.8,3245.6,14267.47952941177,85290.22577375568,63831.82023529412,150756.1060090497,9362.625484162894,94199.02760180995,58363.96456108597,163459.9053393666,173935.2332669683,2275.46465158371,14859.27974660633,333026.7751312216,37826.98425339367,70768.87714027149,39940.24879638009,3703.89185520362,98187.85791855202,1071.276398190045,5440.674190045248,233445.4916199095,4190.536886877829,89214.04986425341,6921.333773755656,75268.5181719457,68.6,77.0,68.1,69.3,73.8,81.7,76.4,70.0,76.508,88.7485,95.2899,102.615,3.9,40.2,3.07,2.82,4.12,4.73,7.17,8.03,25.88,151.6,75.227,1044.64,87.69426630362763,5.4,0.9131,2.6,4.1,28.343007337641
2001-10-01,5.4,4.0,13.3,98.58092,4.92,121.4,181.1,120.0,120.6,120.0,110.8,115.0,89.4,89.6,106.5,117.6,104.9,85.7,64.3,61.722960988043,66.84769750416682,68.29290703281795,76.94371245484935,53.93142882406743,46.85686737541114,-3.6,-13.5,102.5,-5.5,-0.6,5.4,99.34941,100.3239,76.6617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5052,95.2188,103.0926,3.8,40.1,2.49,2.33,3.91,4.57,7.03,7.91,22.21,150.3,75.492,1076.59,80.22740673032581,5.4,0.9042,1.4,4.1,24.5631497456315
2001-11-01,5.4,4.0,13.6,98.54352,4.76,123.8,183.8,124.7,120.6,125.3,112.3,113.8,84.6,90.4,97.6,116.4,95.1,83.1,54.5,61.98917139303883,67.18680667722313,68.47575244220216,77.12023376841202,54.29956485817166,46.90543368196796,-1.4,-13.5,105.5,-7.7,-1.5,8.7,99.45782,100.2808,81.12666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.97,94.7907,102.8964,3.8,40.0,2.09,2.18,3.97,4.65,6.97,7.81,19.67,149.2,75.441,1129.68,96.20018292979908,5.4,0.8898,0.6,4.0,22.10609125646213
2001-12-01,5.4,4.0,13.8,98.513,5.01,122.8,178.0,116.0,122.8,115.1,118.1,116.7,81.4,89.1,95.8,119.6,92.6,70.4,77.1,62.20721949200637,67.39293748271677,68.71784968598125,77.3723340447815,54.47771379024772,47.11581929722696,-0.7,-12.9,106.0,-17.3,-1.2,9.5,99.50764,100.3526,80.24014,45117.6,10760.9,13506.1,7877.4,28397.0,2908.3,11462.3,11325.0,7581.4,2447.8,37.82,26.45,12.12,14.52,5157.2,4119.7,1037.5,2458431.0,643.83,1072.62,1007.91,575.67,1130.28,55.69,87.41,26.57,379.79,933.98,251.36,89.551,13533.5,3086.6,15418.93878431373,87666.70581297137,63370.64694117647,155676.5640874811,10480.75768024133,96428.37015082956,59089.90609049773,169890.910280543,181563.3522473605,2388.8769653092,14831.94821719457,342302.5229351432,38366.90444947209,72805.47835595778,45752.89369834087,3989.597933634992,108423.458546003,3357.992515837105,6252.327837104071,242580.6323257918,3804.996573152338,93973.60735444949,7468.911812971342,78254.00232880845,69.8,77.4,69.1,70.2,74.2,81.0,79.5,75.0,77.385,87.9324,94.832,103.4382,3.7,40.2,1.82,2.22,4.39,5.09,6.77,8.05,19.33,148.3,75.363,1144.93,90.46016459102181,5.4,0.8813,0.7,3.8,21.93350731873369
2002-01-01,5.6,4.1,14.2,98.24763,5.08,123.3,182.0,119.7,126.4,118.8,115.6,102.7,77.2,70.3,92.2,97.4,91.4,75.9,57.5,62.40364619996462,67.73217063467523,68.80423329380592,77.28402068746021,54.82938541877727,46.32785723664836,-2.8,-12.9,106.9,-19.9,-0.5,18.2,99.35534,100.5092,80.4883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5176,95.4039,104.4614,3.9,40.2,1.73,2.16,4.34,5.04,6.55,7.87,19.67,148.3,75.431,1140.21,73.0355314444176,5.6,0.8637,-0.6,3.6,22.774111381266646
2002-02-01,5.6,4.1,14.3,97.52201,5.15,122.5,185.2,120.8,121.8,120.6,113.4,97.1,73.7,71.2,88.4,93.4,87.6,72.7,47.8,62.52473849960842,68.02921375622,68.80823713380317,77.4715757740609,55.1055943830827,46.28615598810124,-3.7,-11.0,106.2,-13.9,-5.7,13.8,99.24802,100.7271,77.10177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5278,94.8745,103.823,3.9,40.2,1.74,2.23,4.3,4.91,6.51,7.89,20.74,148.3,75.558,1100.67,106.885607827421,5.6,0.8651,-0.6,3.3,23.974107039648594
2002-03-01,5.7,4.3,14.6,97.52742,5.39,126.0,192.8,121.3,128.4,120.3,116.7,110.3,83.9,87.5,98.2,105.5,97.1,80.9,58.1,62.77675979010198,68.40477058388109,68.91915119305719,77.62116292875442,55.55669696684664,46.31799546156469,-1.3,-10.3,107.9,-13.4,-0.6,18.1,99.27316,100.832,80.15276,45221.1,10772.7,13448.1,7930.0,28727.0,2959.1,11128.3,11270.4,7539.3,2416.0,36.68,26.98,12.09,12.58,5157.96,4133.17,1024.79,2444915.0,631.8,1066.66,1000.43,589.19,1118.25,56.79,89.86,27.56,375.07,948.88,253.9,89.743,13636.2,3402.6,17129.91003921569,86601.69785218703,61750.68164705882,161206.7661659125,9614.89787631976,95867.67269984916,57655.0196199095,175156.4912217195,188552.2472277527,1243.961279034691,16330.37668778281,346899.6187390647,37283.98464555053,74366.14357164405,44015.36260030165,4049.484012066365,106412.495173454,3685.668633484163,6821.185484162896,244222.1090316742,3323.080259426848,94932.02084464557,7185.913852187028,81150.89848567119,69.2,78.5,68.7,69.8,72.1,79.8,87.1,67.8,78.131,89.1686,95.4109,104.6177,4.1,40.5,1.73,2.57,4.74,5.28,6.81,8.11,24.42,149.0,75.763,1153.79,74.25607288507481,5.7,0.8724,-0.3,3.3,27.99174690508941
2002-04-01,5.8,4.4,14.8,97.90523,5.39,127.4,200.7,121.3,123.4,121.0,118.2,113.8,81.2,78.9,92.4,106.0,90.5,79.2,69.1,62.94465519625282,68.61214828952295,69.02349190405438,77.67147800015628,55.82742347966809,46.29146565250284,-3.0,-8.1,102.4,-20.8,-0.3,8.6,99.16043,100.6574,79.55628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.604,95.2332,104.5289,4.2,40.6,1.75,2.48,4.65,5.21,6.76,8.03,26.27,150.0,76.08,1111.93,92.52526089940531,5.8,0.9008,0.4,3.5,29.162966252220247
