Date,UNETOT_PT_ea-md,UNEO25_PT_ea-md,UNEU25_PT_ea-md,REER42_PT_ea-md,LTIRT_PT_ea-md,IPMN_PT_ea-md,IPCAG_PT_ea-md,IPCOG_PT_ea-md,IPDCOG_PT_ea-md,IPNDCOG_PT_ea-md,IPING_PT_ea-md,IPNRG_PT_ea-md,TRNMN_PT_ea-md,TRNCAG_PT_ea-md,TRNCOG_PT_ea-md,TRNDCOG_PT_ea-md,TRNNDCOG_PT_ea-md,TRNING_PT_ea-md,TRNNRG_PT_ea-md,HICPOV_PT_ea-md,HICPNEF_PT_ea-md,HICPG_PT_ea-md,HICPIN_PT_ea-md,HICPSV_PT_ea-md,HICPNG_PT_ea-md,ICONFIX_PT_ea-md,CCONFIX_PT_ea-md,ESENTIX_PT_ea-md,KCONFIX_PT_ea-md,RTCONFIX_PT_ea-md,SCONFIX_PT_ea-md,BCI_PT_ea-md,CCI_PT_ea-md,SHIX_PT_ea-md,GDP_PT_ea-qd,EXPGS_PT_ea-qd,IMPGS_PT_ea-qd,GFCE_PT_ea-qd,HFCE_PT_ea-qd,CONSD_PT_ea-qd,GCF_PT_ea-qd,GFCF_PT_ea-qd,GFACON_PT_ea-qd,GFAMG_PT_ea-qd,GNFCPS_PT_ea-qd,GNFCIR_PT_ea-qd,GHIR_PT_ea-qd,GHSR_PT_ea-qd,TEMP_PT_ea-qd,EMP_PT_ea-qd,SEMP_PT_ea-qd,THOURS_PT_ea-qd,EMPAG_PT_ea-qd,EMPIN_PT_ea-qd,EMPMN_PT_ea-qd,EMPCON_PT_ea-qd,EMPRT_PT_ea-qd,EMPIT_PT_ea-qd,EMPFC_PT_ea-qd,EMPRE_PT_ea-qd,EMPPR_PT_ea-qd,EMPPA_PT_ea-qd,EMPENT_PT_ea-qd,RPRP_PT_ea-qd,WS_PT_ea-qd,ESC_PT_ea-qd,TASS.SDB_PT_ea-qd,TASS.LBD_PT_ea-qd,TASS.SLN_PT_ea-qd,TASS.LLN_PT_ea-qd,TLB.SDB_PT_ea-qd,TLB.LBD_PT_ea-qd,TLB.SLN_PT_ea-qd,TLB.LLN_PT_ea-qd,NFCASS_PT_ea-qd,NFCASS.SLN_PT_ea-qd,NFCASS.LLN_PT_ea-qd,NFCLB_PT_ea-qd,NFCLB.SLN_PT_ea-qd,NFCLB.LLN_PT_ea-qd,GGASS_PT_ea-qd,GGASS.LLN_PT_ea-qd,GGLB_PT_ea-qd,GGLB.SLN_PT_ea-qd,GGLB.LLN_PT_ea-qd,HHASS_PT_ea-qd,HHASS.LLN_PT_ea-qd,HHLB_PT_ea-qd,HHLB.SLN_PT_ea-qd,HHLB.LLN_PT_ea-qd,ULCIN_PT_ea-qd,ULCMQ_PT_ea-qd,ULCMN_PT_ea-qd,ULCCON_PT_ea-qd,ULCRT_PT_ea-qd,ULCFC_PT_ea-qd,ULCRE_PT_ea-qd,ULCPR_PT_ea-qd,DFGDP_PT_ea-qd,INDPRO_fred-md,IPFINAL_fred-md,IPCONGD_fred-md,AWOTMAN_fred-md,AWHMAN_fred-md,FEDFUNDS_fred-md,GS1_fred-md,GS5_fred-md,GS10_fred-md,AAA_fred-md,BAA_fred-md,OILPRICEx_fred-md,CUSR0000SAC_fred-md,PCEPI_fred-md,S&P 500_fred-md,epu_pt_epu,unemployment_up_15_unemployment,exchange_exchange,PPIPT_ppi,inflation_target,OILPRICEx_fred-md_Eur
2006-02-01,9.1,7.7,20.3,104.61675,3.6,127.8,191.6,116.2,114.7,116.5,111.9,92.6,88.0,77.4,91.4,125.4,84.4,92.5,87.5,70.01799116417484,75.5636631678919,75.29046475748271,85.93322229622895,64.02584799807936,62.20160142052084,-4.5,-17.9,99.6,-27.4,-7.6,6.1,99.815,99.36594,111.3377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2413,104.4784,110.307,4.6,41.0,4.49,4.68,4.57,4.57,5.35,6.27,61.63,162.5,83.584,1276.65,71.00302186723552,9.1,1.1875,4.1,3.0,51.898947368421055
2006-03-01,9.1,7.7,20.6,105.683,3.77,133.5,204.5,121.5,115.4,122.5,114.3,96.2,109.7,102.7,114.4,175.8,101.6,112.7,101.0,70.39820619214936,76.17865510094006,75.84213361094007,86.8477678566433,64.1847320266279,61.9129600591205,-7.5,-16.2,97.4,-27.4,-15.4,3.9,99.5755,99.49097,119.115,45947.5,12682.2,15406.8,8582.2,30063.2,2780.6,9968.4,9929.7,6327.5,2346.7,36.1,28.19,9.5,7.2,5055.82,4134.96,920.86,2389956.0,598.26,930.27,867.24,513.71,1181.35,61.65,86.76,26.61,419.88,969.54,267.78,93.027,15035.0,4149.9,17718.13011764705,122202.8935565611,64401.74494117647,261265.4984977375,24570.79362895928,111329.1180995475,59812.7588597285,275540.7736651585,275491.041683258,2444.683837104073,32619.43006334841,477374.9562171942,37663.05393665159,106458.8307149321,59970.68780090497,4011.752036199095,153994.0855203619,2658.105900452488,15788.75645248868,317369.2270950224,11102.84077828054,142321.0625339367,7981.341556561084,121344.7954570136,76.1,82.7,75.3,76.5,80.8,86.7,97.8,77.8,88.472,98.4628,105.0312,110.9199,4.5,41.1,4.59,4.77,4.72,4.72,5.53,6.41,62.9,162.6,83.746,1293.74,65.28839827238342,9.1,1.2104,3.6,3.9,51.96629213483146
2006-04-01,9.1,7.6,21.1,105.88295,4.03,127.4,191.6,115.7,112.0,116.4,111.3,93.2,89.3,81.0,89.5,136.7,79.7,91.3,106.8,70.44270264250306,76.11901612055708,75.84358765800297,86.83220082474656,64.28796664677579,62.64370189993885,-6.3,-17.2,100.2,-27.8,-6.5,3.4,99.69107,99.46488,123.8632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7618,105.703,111.2461,4.5,41.2,4.79,4.9,4.9,4.99,5.84,6.68,69.69,164.1,84.135,1302.17,71.56511373537651,9.1,1.2537,3.6,3.7,55.5874611150993
2006-05-01,9.1,7.7,20.7,106.61134,4.07,133.9,207.4,120.8,120.9,120.8,114.7,94.7,107.2,100.7,109.5,173.5,96.2,110.9,107.6,70.6214878506995,76.16851785815723,76.03233268445571,86.8156036466843,64.4664417863335,63.07235912403228,-4.6,-18.6,99.7,-30.3,-16.2,6.6,100.1079,99.40026,119.7454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7869,105.6017,111.0258,4.5,41.2,4.94,5.0,5.0,5.11,5.95,6.75,70.94,164.6,84.361,1290.01,84.65311595642372,9.1,1.2868,4.3,3.7,55.129002175940315
2006-06-01,9.1,7.7,20.6,106.64526,4.1,134.1,214.1,118.1,113.6,118.9,117.3,92.5,106.9,112.8,105.0,146.3,96.4,107.4,103.3,70.55413585993303,75.9984651187212,76.03713768162892,86.52770562428188,64.29773004103215,62.56107525325062,-3.0,-17.2,103.7,-30.0,-8.6,19.4,100.6433,99.45222,116.8264,46360.6,13128.9,15889.8,8561.8,30052.6,2812.2,10424.4,10081.7,6238.9,2603.1,36.64,27.93,8.6,12.64,5076.63,4133.89,942.74,2399576.0,599.22,924.53,860.93,517.68,1196.35,61.92,86.45,26.27,427.6,967.19,269.4,93.479,15171.3,4228.8,17804.15583408747,124384.7146726999,62748.4827239819,264929.7522684765,24691.0915173454,114848.7983408748,60538.87469683257,279185.8919909503,278492.0580482655,2647.521996983409,31442.67191855203,484165.435251885,38237.18259426849,105724.7353152338,60809.81193363498,3910.051960784313,155260.950301659,2421.330787330316,15187.04717647058,320566.4571855202,9193.368003016592,146280.0149472097,8117.204980392155,124212.9991523379,76.4,82.3,75.3,78.8,80.8,86.7,98.8,77.4,89.232,99.0997,106.1701,111.5302,4.5,41.2,4.99,5.16,5.07,5.11,5.89,6.78,70.96,164.8,84.569,1253.17,74.02113201100882,9.1,1.2713,4.1,3.7,55.816880358687946
2006-07-01,9.2,7.8,20.9,106.6506,4.14,140.2,246.3,118.4,115.3,118.9,113.1,94.3,105.7,101.8,105.2,139.8,98.0,108.2,111.4,70.72157128836814,76.1899164300078,76.08124571054962,86.68067406938896,64.62902815075076,63.14734482199302,0.8,-17.7,101.9,-29.2,-10.2,7.9,101.0882,99.60577,117.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0489,105.8384,110.5892,4.6,41.4,5.24,5.22,5.04,5.09,5.85,6.76,74.41,166.4,84.858,1260.24,70.96210723279164,9.2,1.2767,3.9,3.1,58.2830735489935
2006-08-01,9.2,7.7,21.8,106.22483,4.06,131.0,215.0,118.1,108.8,119.6,105.2,100.6,83.1,73.7,85.2,99.0,82.3,82.2,109.7,70.91379984565893,76.2919832443501,76.32825016525138,86.8911316858383,64.76397289581179,63.66243800323006,-2.2,-15.2,100.9,-28.9,-8.9,2.4,101.1604,99.9011,122.5422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4836,106.7985,111.6019,4.4,41.1,5.25,5.08,4.82,4.88,5.68,6.59,73.05,167.2,85.125,1287.15,53.36748448204315,9.2,1.2851,3.3,2.8,56.84382538323866
2006-09-01,9.6,8.0,22.6,106.64975,3.93,135.6,219.3,120.2,115.5,121.0,113.3,94.5,107.5,115.6,102.8,149.8,93.0,110.7,93.3,71.14682119803705,76.84052699825244,76.52893266309849,87.20880349943485,65.03453339632999,62.37561884263214,-0.6,-12.8,103.5,-28.4,-13.6,9.4,101.2205,100.181,125.3486,46299.9,13945.7,15847.1,8554.0,30193.2,2747.1,9450.0,9711.9,6073.0,2356.8,35.61,27.81,8.83,7.72,5076.8,4155.1,921.71,2394888.0,604.96,926.59,861.98,504.99,1202.72,61.82,85.03,25.71,435.07,959.15,270.76,93.353,15311.9,4219.8,18422.45462745097,119922.8204042233,65731.97435294118,275283.821423831,23633.3701749623,117187.8093514329,60989.31361085972,288853.2833936653,285093.70133635,3988.067849170438,33254.92146606334,496570.4719788835,37226.09586726999,108429.6360693816,58998.95529713423,3947.351885369532,156978.8958521869,3528.297981900451,13996.63790045248,326772.0141990948,9710.93753544495,149726.6019758673,8227.568404223224,127398.0643861237,75.7,82.7,75.0,78.6,79.9,87.8,109.4,76.5,90.147,99.3183,106.5955,111.1476,4.2,41.1,5.25,4.97,4.67,4.72,5.51,6.43,63.87,164.6,84.902,1317.74,56.19014568308645,9.6,1.266,3.2,3.1,50.45023696682464
2006-10-01,9.7,8.2,22.9,106.41494,3.98,133.7,215.2,118.3,112.4,119.3,110.9,96.0,111.1,108.7,111.2,189.1,95.0,115.1,98.4,71.12604936701426,76.95689415296604,76.40788647674091,86.86752471686013,65.16287676265294,61.10019340731646,-1.7,-13.0,104.6,-28.8,-6.1,13.4,101.283,100.2905,129.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2044,106.6101,111.0325,4.2,41.1,5.25,5.01,4.69,4.73,5.51,6.42,58.88,162.5,84.702,1363.38,57.93863719658177,9.7,1.2696,2.1,2.7,46.3768115942029
2006-11-01,9.7,8.2,22.3,106.56728,3.89,137.5,212.7,125.8,117.4,127.3,116.0,94.8,110.3,112.8,116.7,206.5,98.0,111.1,76.9,71.206790055727,76.90804226524997,76.44472395907232,86.74765188058608,65.2781883353152,61.49750631346861,1.3,-14.1,106.9,-26.1,-3.4,10.6,101.4451,100.2722,131.2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1627,106.8765,111.183,4.1,41.0,5.25,5.01,4.58,4.6,5.33,6.2,59.37,162.0,84.731,1388.64,67.63360675041989,9.7,1.32,2.4,2.4,44.97727272727273
2006-12-01,9.7,8.1,22.4,106.74305,3.96,143.5,244.3,124.3,116.9,125.5,116.1,102.4,102.7,128.6,96.2,125.4,90.2,98.1,91.2,71.43009620686081,76.99152101358943,76.78879139264536,87.13419033744277,65.34804037897446,62.4936834410497,-1.4,-12.4,106.2,-30.2,-8.2,10.6,101.5187,100.2168,136.2639,46602.2,13773.9,16186.4,8569.0,30303.9,2759.9,10091.5,9702.7,6004.8,2412.9,37.03,26.95,8.81,5.99,5034.21,4142.49,891.72,2362077.0,584.7,914.74,853.55,507.72,1194.03,62.29,84.53,25.69,430.29,956.34,273.87,94.758,15460.4,4318.3,18926.01388235293,122002.0004434389,65402.30105882354,277952.2795022624,25648.60237104073,123051.9519004525,61801.65514027148,293563.9883348417,285316.4203167422,3018.580162895928,31128.18993665158,511980.619782805,37993.31606334843,108004.0372850679,66606.60019909502,4202.557963800905,160881.5964796379,3404.91409954751,14837.2915475113,336730.9549049771,8302.297221719458,153312.2594660634,8519.946443438912,130442.5485429865,76.9,82.3,75.8,79.1,81.3,89.2,112.6,78.3,91.206,100.1735,107.7739,111.72,4.2,41.1,5.24,4.94,4.53,4.56,5.32,6.22,62.03,163.4,85.032,1416.42,77.8448358567494,9.7,1.317,2.2,2.5,47.099468488990134
2007-01-01,9.7,8.2,22.3,106.46713,4.18,135.6,210.8,121.8,115.8,122.8,118.4,99.8,100.0,91.8,98.8,144.3,89.4,109.0,80.6,71.61216389596764,77.11219858533264,76.93547098720292,87.23834999862486,65.5991979280911,63.00103994718499,0.9,-15.3,105.3,-23.5,-5.4,8.6,101.7848,100.0643,142.5793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8346,107.0755,111.1073,4.1,41.0,5.25,5.06,4.75,4.76,5.4,6.34,54.57,163.335,85.316,1424.16,67.24092301721522,9.7,1.2954,1.6,2.6,42.125984251968504
2007-02-01,9.8,8.2,22.5,106.16,4.19,131.8,200.9,119.9,109.9,121.6,115.0,93.5,96.0,95.1,92.6,128.1,85.2,103.4,77.1,71.68656457858272,77.32564074608078,76.98653099399206,87.4536612157945,65.70977706316297,62.85335979778366,3.2,-15.0,108.0,-27.8,-5.5,12.0,102.0951,99.99513,148.6043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7753,108.1212,112.2885,4.1,40.9,5.26,5.05,4.71,4.72,5.39,6.28,59.26,164.066,85.581,1444.8,79.35049635449192,9.8,1.3211,1.5,2.3,44.856558928165924
2007-03-01,9.7,8.3,22.4,107.2075,4.1,133.4,193.7,123.2,114.5,124.7,120.5,93.2,116.0,120.4,113.0,171.6,100.8,122.0,91.1,71.96529153091228,77.73053173624623,77.3811955223301,88.33987296645277,65.81613917763978,63.66984382342326,2.1,-14.9,107.5,-23.8,-8.0,12.0,102.2473,100.0093,145.1068,47154.9,14119.8,16331.4,8596.4,30539.7,2800.9,10182.9,10094.7,6294.4,2477.8,38.62,28.26,8.64,9.71,5047.25,4153.72,893.53,2379212.0,592.11,907.86,844.31,511.16,1191.64,62.94,87.56,27.21,432.68,958.16,275.93,95.633,15693.5,4267.3,18603.08513725489,124274.8924826546,64084.93576470589,288526.8815806938,25310.84256711916,123091.3544494721,61642.56866968325,304829.6692760182,302195.2152971343,2382.164476621418,33591.21840723982,533229.0155867266,37532.49625942687,111572.8025007542,63882.7691010558,4160.144042232277,160159.1331070889,4019.790217194568,15418.94919457012,345808.0316108595,8978.180907993969,156445.4729562594,8781.048482654598,133177.5446998492,79.3,91.0,78.4,80.9,84.4,89.1,101.9,78.8,91.735,100.9547,107.9501,111.3987,4.3,41.3,5.26,4.92,4.48,4.56,5.3,6.27,60.56,165.554,85.894,1406.95,71.27373738119896,9.7,1.3318,1.2,2.3,45.47229313710767
2007-04-01,9.9,8.4,22.0,107.69966,4.3,128.8,190.6,117.4,108.6,118.9,115.0,94.8,99.9,107.5,93.1,134.3,84.5,104.6,90.4,72.32446528853829,77.96573841841321,77.70925137507385,88.31930586718006,66.20943484853468,63.75269384418169,2.4,-14.2,108.7,-23.2,-3.8,13.9,102.3775,100.0546,151.5284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6334,108.7071,112.0072,4.2,41.3,5.25,4.93,4.59,4.69,5.47,6.39,63.97,166.198,86.096,1463.64,74.95855313968448,9.9,1.3605,1.9,2.7,47.01947813303932
2007-05-01,9.8,8.4,21.5,107.53696,4.44,131.0,191.7,119.7,108.7,121.5,119.8,94.2,111.5,112.4,104.6,152.9,94.6,120.3,99.6,72.31791037156576,77.93709596223941,77.64766374719042,88.29184773018983,66.28350192124323,64.11037076919125,4.0,-13.6,108.8,-21.4,-6.3,13.0,102.5023,100.032,161.1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7306,108.5987,111.5998,4.2,41.1,5.25,4.91,4.67,4.75,5.47,6.39,63.46,167.309,86.346,1511.14,58.6111133501338,9.8,1.3453,1.3,2.4,47.171634579647666
2007-06-01,9.6,8.3,21.5,107.0976,4.75,132.2,208.6,115.0,107.4,116.3,116.4,94.9,109.5,120.2,103.4,146.5,94.4,113.3,101.6,72.25380264547768,77.91748182053966,77.56569003464318,88.24395600933825,66.2509169406499,63.99700063722153,3.9,-16.1,107.7,-22.6,-4.1,9.6,102.4801,99.88934,169.166,47289.0,14191.5,16701.0,8616.2,30835.0,3054.3,10293.5,10041.7,6042.8,2716.4,38.16,28.55,8.16,8.86,5040.78,4158.83,881.95,2380126.0,584.96,899.73,836.13,511.88,1186.8,63.64,87.32,27.42,441.29,958.91,278.84,96.029,15858.4,4414.6,17704.91085369531,127247.8135987934,66192.47354751131,296170.9353514328,26197.44045550528,134645.0346907994,61226.18450678732,311929.18760181,306698.0316621418,2641.302636500755,35593.36026244344,548400.8946214174,38884.32491704376,115572.9071010558,63979.19323378582,4403.543966817496,158354.397888386,1638.315104072397,14758.23991855202,351354.2617013572,9194.808132730017,158864.2253695324,8993.511906485668,136195.7483951735,80.9,91.0,80.1,80.8,83.7,89.2,97.5,81.6,92.202,101.7893,108.9204,111.7872,4.3,41.4,5.25,4.96,5.03,5.1,5.79,6.7,67.48,167.519,86.529,1514.19,63.09370639413029,9.6,1.3505,1.6,2.4,49.9666790077749
2007-07-01,9.7,8.2,21.8,107.3085,4.73,126.9,184.5,114.0,104.4,115.6,115.2,94.2,116.1,124.5,110.6,144.8,103.5,119.8,103.2,72.3339899007901,78.00020872653221,77.65351751273529,88.3275704868071,66.35444355140615,64.00974912468024,1.7,-15.5,106.7,-23.2,-5.0,11.6,102.3754,99.76273,173.8819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6672,108.8106,111.4945,4.2,41.3,5.26,4.96,4.88,5.0,5.73,6.65,74.18,167.808,86.661,1520.71,70.85249820850608,9.7,1.3707,1.9,2.4,54.11833369811046
2007-08-01,9.6,8.3,21.1,106.69863,4.56,119.8,160.3,113.8,103.6,115.5,112.9,90.3,86.6,88.3,86.3,101.6,83.1,84.5,98.6,72.31128610754827,77.8752553225027,77.55988675598158,87.94708367456175,66.4397366764473,63.80516753251345,2.8,-17.5,107.3,-17.4,-7.0,14.0,102.4502,99.62399,164.5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.863,108.7625,111.2694,4.2,41.3,5.02,4.47,4.43,4.67,5.79,6.65,72.39,167.468,86.72,1454.62,45.63494531186041,9.6,1.3705,1.9,2.1,52.82013863553448
2007-09-01,9.4,8.1,20.3,107.15466,4.5,127.5,187.9,116.6,103.2,118.9,114.6,90.6,106.2,121.9,95.4,121.5,89.9,108.7,103.5,72.5402500962088,78.09903915544206,77.75620037192823,88.23007925396325,66.69055288966206,64.3831865013759,4.8,-16.6,110.5,-19.0,-7.9,14.7,102.597,99.52615,156.2331,47422.4,14285.2,16838.2,8623.5,30890.6,2853.7,10406.3,10073.6,6065.2,2685.8,37.7,28.35,8.07,8.33,5085.59,4177.3,908.29,2436095.0,592.53,907.12,847.47,515.96,1194.4,64.71,91.25,29.27,444.32,965.03,281.02,95.451,15946.0,4367.7,17647.80964705882,126240.9193303168,67968.8651764706,301985.1045067873,27881.71911312218,136194.0457013574,64575.22342081447,318537.2790045249,312812.4749502264,2759.948488687784,35527.10980995475,551922.031348416,39422.33819004526,116811.3078552036,64071.53659728506,4250.843891402714,160963.7434389139,4033.082298642533,14936.73064253392,351916.6187149318,8718.977665158374,162368.61239819,9301.475330316738,139029.5136289593,80.3,89.5,79.3,82.9,84.4,87.6,101.5,87.6,92.558,102.0894,109.1575,111.1048,4.2,41.3,4.94,4.14,4.2,4.52,5.74,6.59,79.93,168.479,87.054,1497.12,83.75339266213462,9.4,1.4179,1.7,2.1,56.372099583891675
2007-10-01,9.4,8.1,20.5,107.38648,4.52,132.9,206.7,117.8,105.5,119.9,120.0,91.3,118.5,130.3,114.5,175.1,101.9,119.4,97.1,72.90966534000755,78.3117542241794,78.24765493665134,88.7169264646773,66.8834795251683,65.29295057004154,2.4,-17.9,107.4,-20.4,-4.4,12.6,102.6301,99.34625,161.4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8015,108.4073,110.1265,4.1,41.2,4.76,4.1,4.2,4.53,5.66,6.48,86.2,168.985,87.318,1539.66,104.9296252784338,9.4,1.4447,3.3,2.6,59.6663667197342
2007-11-01,9.3,8.0,21.3,107.76284,4.36,130.3,186.4,121.4,102.5,124.7,119.7,91.2,115.6,130.7,112.4,173.0,99.8,114.8,92.4,73.24561264795656,78.42424215746783,78.5990929312857,89.22711821551235,67.21506341435563,67.5773371181997,4.7,-18.8,111.4,-24.6,-4.7,19.0,102.7195,99.06134,164.3188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3446,108.7435,110.1115,4.2,41.3,4.49,3.5,3.67,4.15,5.44,6.4,94.62,171.484,87.781,1463.39,83.174320463068,9.3,1.4761,4.0,2.8,64.1013481471445
2007-12-01,9.2,7.8,21.2,107.54585,4.47,127.1,183.7,114.4,105.6,115.9,119.2,92.1,106.0,127.2,101.7,132.0,95.3,101.2,102.4,73.41343445068355,78.49540925404568,78.83359179699895,89.59954285616233,67.2864333141433,68.60864333295775,4.0,-21.0,107.0,-22.2,1.9,13.1,102.6552,98.67097,165.3067,47986.3,14401.4,17014.9,8618.8,31337.8,2880.9,10598.0,10432.7,6292.1,2763.8,37.74,29.99,8.63,2.38,5072.69,4176.43,896.26,2439205.0,574.88,899.72,837.37,525.33,1196.71,64.78,91.39,29.56,454.78,951.64,283.91,96.832,16083.8,4434.0,19320.36890196077,131674.9993695325,70345.69188235294,311898.7625852186,29390.45130920061,143827.188250377,66919.96495022623,328943.0839457014,318689.6939306185,2949.860802413274,38146.27828054298,567738.0791523375,39567.85838612369,122371.6090708899,70648.18149924585,2900.949969834087,166578.9440663649,4190.298416289592,15948.68428959275,353598.4594208142,9195.737351432885,166494.8698883861,9446.153369532425,142504.7977858221,82.5,89.1,81.9,84.0,85.7,88.9,117.7,89.2,93.216,102.3803,108.858,109.8061,4.0,41.1,4.24,3.26,3.49,4.1,5.49,6.65,91.73,171.973,87.984,1479.22,83.1784159540698,9.2,1.4721,4.2,2.7,62.312342911486994
2008-01-01,9.0,7.6,20.7,107.85001,4.31,131.3,193.7,116.8,104.5,118.9,124.9,94.7,103.5,99.1,98.3,119.0,94.0,110.1,102.0,73.69487028570984,78.7338368934142,78.91996964290792,89.50524191560712,67.87171409028291,69.14381949894157,2.6,-25.1,112.9,-20.0,-0.5,14.1,102.4297,98.30399,148.0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2448,108.8561,109.5852,4.1,41.1,3.94,2.71,2.98,3.74,5.33,6.54,92.95,172.74,88.206,1378.76,94.02806861945281,9.0,1.487,4.8,2.8,62.50840618695359
2008-02-01,8.9,7.5,20.8,107.28393,4.27,132.6,197.1,118.3,99.5,121.5,122.5,91.0,104.4,103.8,99.5,125.0,94.2,108.9,101.6,73.80040375815695,78.83738416585314,78.99830300493153,89.43112260060722,68.01779309211211,68.82145222826449,2.9,-23.7,106.8,-20.2,-5.2,14.3,102.119,98.17329,141.0173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8438,108.6661,109.3725,4.0,41.1,2.98,2.05,2.78,3.74,5.53,6.82,95.35,173.2,88.382,1354.87,71.99309423899226,8.9,1.5167,4.9,2.9,62.86675018131469
2008-03-01,9.0,7.6,21.8,109.17174,4.36,125.4,183.1,112.0,100.7,113.9,116.9,84.9,106.4,108.8,98.5,123.0,93.5,112.1,105.8,74.13205223171367,79.02218857296752,79.42010086539726,89.65068158898228,68.18836463821721,69.19486367662672,0.7,-25.1,105.2,-17.2,-2.7,14.5,101.6192,98.13107,131.7478,47975.7,14839.1,17543.9,8609.1,31436.1,2944.0,10590.1,10393.8,6113.0,2901.1,36.97,30.0,7.81,5.79,5088.42,4185.4,903.02,2451491.0,585.82,893.35,833.49,511.14,1207.6,65.95,92.59,30.23,455.19,957.8,288.75,96.511,16270.2,4560.0,20574.14015686273,131330.6914087482,72771.62658823529,320529.86466365,28911.79150527904,148647.0907993966,66024.578479638,339506.0648868779,318590.7889110107,3688.945116138764,39042.00675113122,563332.0749562591,39937.63858220213,127353.9742865762,67948.65040120663,2773.53604826546,167030.0806938158,2704.774533936651,16338.34193665157,352009.1361266965,9897.921037707394,169278.9833785822,9442.555408748112,145175.6939426849,81.9,87.5,81.3,85.6,87.0,98.2,107.5,88.6,93.48,101.5336,107.9694,107.9217,4.1,41.3,2.61,1.54,2.48,3.51,5.51,6.89,105.56,173.692,88.635,1316.94,84.95712028086123,9.0,1.5812,5.5,3.1,66.7594232228687
2008-04-01,9.0,7.6,21.1,109.42574,4.52,129.8,194.9,116.0,107.0,117.5,117.9,92.2,110.0,111.6,99.1,133.2,92.0,117.2,116.8,74.07237806078685,78.92799701204761,79.40446317512702,89.59046814238815,68.0722891206059,69.14176408609343,-1.2,-22.3,105.3,-17.2,-8.2,16.3,101.0494,98.07673,140.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8785,107.0867,107.2937,4.0,41.2,2.28,1.74,2.84,3.68,5.55,6.97,112.57,173.978,88.799,1370.47,71.5995305707397,9.0,1.554,4.9,2.5,72.43886743886743
2008-05-01,9.1,7.8,20.6,108.92347,4.6,122.4,174.3,111.8,103.1,113.3,113.4,92.5,108.0,106.4,100.3,127.2,94.7,112.4,128.7,74.37878324627124,79.0343091749514,79.85686380047198,90.1116494580365,68.17204426061531,70.46807462736014,-4.5,-23.3,102.5,-18.4,-6.9,12.5,100.6094,97.72193,143.1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2674,106.8126,106.7355,3.9,41.0,1.98,2.06,3.15,3.88,5.57,6.93,125.39,175.384,89.18,1403.22,68.31110313231989,9.1,1.5508,5.6,2.8,80.8550425586794
